"무인교통단속카메라관리번호",시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
G6368,대전광역시,서구,시도,,갈마역로,01,,대전광역시 서구 월평동 304,36.36106100,127.37416500,성룡초 옆 한아름네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6370,대전광역시,서구,시도,,월평서로,01,,대전광역시 서구 월평동 314,36.35501300,127.35787900,월평초 정문 앞 삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6371,대전광역시,서구,시도,,신갈마로,02,,대전광역시 서구 갈마동 378-32,36.34502400,127.36862900,봉산초 입구 네거리,02,50,,,,2020,대전광역시,042-120,2022-12-15
G6374,대전광역시,서구,시도,,만년로,01,,대전광역시 서구 만년동 226,36.36747200,127.37419700,둔천초 옆 만년동복지센터 맞은편,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6375,대전광역시,서구,시도,,만년남로,02,,대전광역시 서구 만년동 280,36.36722100,127.37680500,만년초교 뒤 삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6376,대전광역시,서구,시도,,대덕대로,02,,대전광역시 서구 만년동 291,36.36747200,127.37980900,만년초 입구 만년들네거리,02,50,,,,2020,대전광역시,042-120,2022-12-15
G6377,대전광역시,서구,시도,,신갈마로,02,,대전광역시 서구 갈마동 262-7,36.35445200,127.36933700,갈마초 앞 삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6378,대전광역시,서구,시도,,월평동로,01,,대전광역시 서구 월평동 663,36.35568300,127.36851700,갈마초 옆 월평중 삼거리,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6380,대전광역시,서구,시도,,탄방로,01,,대전광역시 서구 탄방동 814,36.34562100,127.39026900,탄방초교 정문,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6384,대전광역시,유성구,시도,,진잠로,03,,대전광역시 유성구 원내동 213-2,36.29993600,127.31577400,진잠초 앞 네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6385,대전광역시,유성구,시도,,대정로,01,,대전광역시 유성구 대정동 310,36.31458600,127.32282200,대정초 앞,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6386,대전광역시,유성구,시도,,학하남로,02,,대전광역시 유성구 계산동 801-1,36.34252700,127.30380600,계산초 입구 진잠농협 앞 삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6387,대전광역시,유성구,시도,,산대서로,01,,대전광역시 유성구 상대동 485,36.34288100,127.33241400,상원초 맞은편,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6388,대전광역시,유성구,시도,,월드컵대로,01,,대전광역시 유성구 상대동 456-1,36.34715100,127.33547700,상대초 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6389,대전광역시,유성구,시도,,계룡로,01,,대전광역시 유성구 봉명동 1021-1,36.35005300,127.34438200,봉명초 맞은편,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6390,대전광역시,유성구,시도,,계룡로,02,,대전광역시 유성구 봉명동 1023,36.34969100,127.34408200,봉명초 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6391,대전광역시,유성구,시도,,원신흥로,02,,대전광역시 유성구 원신흥동 501-1,36.34007200,127.34293400,원신흥초 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6392,대전광역시,유성구,시도,,원신흥남로,01,,대전광역시 유성구 원신흥동 575-6,36.33458400,127.33800900,흥도초 맞은편,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6393,대전광역시,유성구,시도,,구룡달전로,03,,대전광역시 유성구 봉산동 796-16,36.43999100,127.38200800,구즉초 앞 삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6394,대전광역시,유성구,시도,,송강로,02,,대전광역시 유성구 송강동 196,36.43361600,127.38295800,송강초 뒤 삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6395,대전광역시,유성구,시도,,와룡로,01,,대전광역시 유성구 송강동 162,36.42935100,127.38303300,두리초 앞 삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6396,대전광역시,유성구,시도,,배울2로,02,,대전광역시 유성구 관평동 663,36.42228600,127.38544700,배울초 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6397,대전광역시,유성구,시도,,테크노4로,01,,대전광역시 유성구 관평동 900,36.42326961,127.38817710,관평초 앞 횡단보도,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6398,대전광역시,유성구,시도,,관평2로,01,,대전광역시 유성구 관평동 1281,36.42121500,127.38945400,동화초 앞 횡단보도,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6399,대전광역시,유성구,시도,,용산2로,02,,대전광역시 유성구 용산동 709,36.41625100,127.39722200,대전외국인학교 앞,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6401,대전광역시,유성구,시도,,대덕대로,01,,대전광역시 유성구 도룡동 394-3,36.38535300,127.37834900,대덕초 입구 연구단지네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6402,대전광역시,유성구,시도,,대덕대로,02,,대전광역시 유성구 도룡동 385-16,36.38579400,127.37882700,대덕초 입구 연구단지네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6404,대전광역시,유성구,시도,,용산2로,02,,대전광역시 유성구 용산동 656,36.41940200,127.39479100,용산초 입구 북대전농협 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6405,대전광역시,유성구,시도,,대학로,01,,대전광역시 유성구 궁동 45-4,36.36148500,127.34745100,봉암초 입구 다솔(아) 102동 뒤,02,50,,,,2020,대전광역시,042-120,2022-12-15
G6406,대전광역시,유성구,시도,,유성대로,02,,대전광역시 유성구 장대동 352-8,36.36065100,127.33591700,유성초 입구 유성초네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6407,대전광역시,유성구,시도,,덕명로,01,,대전광역시 유성구 덕명동 520-3,36.35862500,127.30170800,덕송초 입구 네오미아(아) 정문 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6408,대전광역시,유성구,시도,,노은서로,01,,대전광역시 유성구 노은동 499-9,36.36709200,127.31249600,수정초 옆 수정초교네거리,02,50,,,,2020,대전광역시,042-120,2022-12-15
G6409,대전광역시,유성구,시도,,노은동로,01,,대전광역시 유성구 노은동 540,36.36956300,127.32022100,노은초 옆 삼거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6410,대전광역시,유성구,시도,,지족로,02,,대전광역시 유성구 지족동 1044,36.37983400,127.30246400,새미래초 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6411,대전광역시,유성구,시도,,반석동로,02,,대전광역시 유성구 반석동 646-1,36.39067300,127.31222800,반석초 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6412,대전광역시,유성구,시도,,반석동로,02,,대전광역시 유성구 반석동 617,36.39332500,127.31099400,외삼초 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6413,대전광역시,유성구,시도,,노은로,02,,대전광역시 유성구 하기동 550,36.38894600,127.33110100,송림초 입구 네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6414,대전광역시,유성구,시도,,신성로,03,,대전광역시 유성구 신성동 210-12,36.38962800,127.34886700,금성초 정문 앞,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6415,대전광역시,유성구,시도,,노은동로,02,,대전광역시 유성구 지족동 875,36.37997200,127.31823600,지족초 맞은편 열매마을 303동 옆,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6416,대전광역시,유성구,시도,,은구비로,02,,대전광역시 유성구 지족동 921,36.37585200,127.32294600,상지초 옆 노은지구대 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6417,대전광역시,유성구,시도,,노은동로,01,,대전광역시 유성구 지족동 915,36.37609300,127.32229100,상지초 맞은편 열매마을 610동 앞,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6418,대전광역시,유성구,시도,,죽동로,02,,대전광역시 유성구 죽동 690,36.36987400,127.33461900,죽동초 맞은편 죽동칸타빌 정문,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6419,대전광역시,유성구,시도,,죽동로,01,,대전광역시 유성구 죽동 690,36.36993400,127.33434500,죽동초 앞 네거리,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6420,대전광역시,유성구,시도,,농대로,02,,대전광역시 유성구 어은동 98,36.36461200,127.35292200,어은초 앞 횡단보도,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6421,대전광역시,유성구,시도,,송림로,02,,대전광역시 유성구 하기동 516,36.38801300,127.32055300,하기초 맞은편 송림마을 201동 뒤,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6424,대전광역시,유성구,시도,,배울2로,02,,대전광역시 유성구 용산동 662,36.41865100,127.39579500,용산초 앞 횡단보도,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6425,대전광역시,유성구,시도,,진잠로,02,,대전광역시 유성구 교촌동 618,36.30517100,127.31761400,교촌초 입구 한승미메이드 210동 옆,02,30,,,02,2020,대전광역시,042-120,2022-12-15
G6426,대전광역시,유성구,시도,,진잠옛로,02,,대전광역시 유성구 학하동 580-1,36.33406100,127.31243700,학하초 앞,01,30,,,02,2020,대전광역시,042-120,2022-12-15
G6766,대전광역시,유성구,시도,,테크노중앙로,02,,대전광역시 유성구 용산동 614,36.42202700,127.39740900,현대아울렛 정문,02,50,,,,2020,대전광역시,042-120,2022-12-15
G6768,대전광역시,유성구,시도,,구즉로,02,,대전광역시 유성구 봉산동 206-14,36.43729700,127.38931400,구즉로삼거리,02,50,,,,2020,대전광역시,042-120,2022-12-15
G6769,대전광역시,서구,시도,,계룡로,02,,대전광역시 서구 갈마동 308-1,36.35204100,127.36985800,갈마삼거리,02,50,,,,2020,대전광역시,042-120,2022-12-15
G6770,대전광역시,서구,시도,,대덕대로,02,,대전광역시 서구 갈마동 308-1,36.35752800,127.37975100,갈마삼거리,02,50,,,,2020,대전광역시,042-120,2022-12-15
G6772,대전광역시,유성구,시도,,유성대로,01,,대전광역시 유성구 장대동 306-7,36.36463100,127.33798200,장대네거리,02,50,,,,2020,대전광역시,042-120,2022-12-15
G6823,대전광역시,서구,시도,,갈마로,02,,대전광역시 서구 괴정동 130-1,36.33940600,127.37451300,KT인재개발원 앞 삼거리,02,50,,,,2020,대전광역시,042-120,2022-12-15
G6824,대전광역시,서구,시도,,벌곡로,02,,대전광역시 서구 흑석동 945,36.25432800,127.34069100,흑석네거리,02,60,,,01,2020,대전광역시,042-120,2022-12-15
G6825,대전광역시,서구,시도,,둔산로,01,,대전광역시 서구 둔산동 1268,36.35140100,127.38267300,시교육청네거리,02,50,,,,2020,대전광역시,042-120,2022-12-15
G6826,대전광역시,유성구,시도,,계백로,01,,대전광역시 유성구 원내동 423-15,36.29345000,127.32033800,서대전나들목삼거리,02,60,,,,2020,대전광역시,042-120,2022-12-15
G6827,대전광역시,유성구,시도,,백운로,02,,대전광역시 유성구 세동 626,36.32014900,127.26390400,계룡터널 입구,02,80,,,,2020,대전광역시,042-120,2022-12-15
G6829,대전광역시,유성구,시도,,구즉세종로,02,,대전광역시 유성구 둔곡동 산6-6,36.46796700,127.36211600,둔곡교차로,02,80,,,,2020,대전광역시,042-120,2022-12-15
F0001,대전광역시,유성구,지방도,72,계룡로,02,,대전광역시 유성구 봉명동 528,36.35434637,127.33878950,리베라호텔 네거리,99,0,,,,2016,대전광역시,042-120,2022-12-15
F0002,대전광역시,유성구,지방도,92,계룡로,03,,대전광역시 유성구 봉명동 553-2,36.35356345,127.34030000,CJ나인파크 주변,99,0,,,,2013,대전광역시,042-120,2022-12-15
F1003,대전광역시,유성구,지방도,132,계룡로,03,,대전광역시 유성구 봉명동 1025-3,36.35164317,127.34426690,유시티네거리,03,0,,,,2015,대전광역시,042-120,2022-12-15
F0004,대전광역시,유성구,지방도,52,계룡로,03,,대전광역시 유성구 봉명동 466-2,36.35447187,127.33685910,장터길네거리,04,0,,,,2011,대전광역시,042-120,2022-12-15
F0005,대전광역시,유성구,지방도,3,관들길,02,,대전광역시 유성구 관평동 995,36.42333547,127.38927090,관평주민센터 앞,04,0,,,,2013,대전광역시,042-120,2022-12-15
F0006,대전광역시,유성구,지방도,84,구즉로,03,,대전광역시 유성구 봉산동 208-10,36.43582985,127.38710410,송강프라자 앞,99,0,,,,2011,대전광역시,042-120,2022-12-15
F0007,대전광역시,유성구,지방도,18,궁동로,03,,대전광역시 유성구 궁동 413-1,36.36270126,127.34752840,봉암초등학교 앞,04,0,,,,2015,대전광역시,042-120,2022-12-15
F1008,대전광역시,유성구,지방도,47,궁동로,03,,대전광역시 유성구 궁동 393,36.36406634,127.34995740,자연아파트 앞,03,0,,,,2015,대전광역시,042-120,2022-12-15
F0009,대전광역시,유성구,지방도,74,궁동로,01,,대전광역시 유성구 궁동 1-36,36.36384723,127.35276730,특허청아파트 주변,04,0,,,,2013,대전광역시,042-120,2022-12-15
F1010,대전광역시,유성구,지방도,18,궁동로,03,,대전광역시 유성구 궁동 413-7,36.36270004,127.34867620,욧골문화공원,03,0,,,,2011,대전광역시,042-120,2022-12-15
F0011,대전광역시,유성구,지방도,144,노은로,01,,대전광역시 유성구 지족동 905-4,36.37254338,127.31850440,노은CGV 앞,99,0,,,,2011,대전광역시,042-120,2022-12-15
F0012,대전광역시,유성구,지방도,158,노은로,02,,대전광역시 유성구 지족동 905-1,36.37367839,127.31840540,노은역 4번출구 앞,99,0,,,,2013,대전광역시,042-120,2022-12-15
F0013,대전광역시,유성구,지방도,25,농대로,02,,대전광역시 유성구 궁동 1-28,36.36288342,127.35286440,한빛아파트 후문,04,0,,,,2013,대전광역시,042-120,2022-12-15
F0014,대전광역시,유성구,지방도,15,농대로,03,,대전광역시 유성구 궁동 428-1,36.36164220,127.35166010,궁동노인정,99,0,,,,2017,대전광역시,042-120,2022-12-15
F0015,대전광역시,유성구,지방도,556,대덕대로,03,,대전광역시 유성구 도룡동 412,36.38571094,127.38034580,대덕초등학교 입구,04,0,,,,2017,대전광역시,042-120,2022-12-15
F0016,대전광역시,유성구,지방도,5,대정로,03,,대전광역시 유성구 대정동 303-2,36.31292299,127.31957940,모다아울렛 앞,04,0,,,,2017,대전광역시,042-120,2022-12-15
F0017,대전광역시,유성구,지방도,135,대학로,03,,대전광역시 유성구 궁동 418-8,36.36115731,127.34866670,해피씨드 앞,04,0,,,,2017,대전광역시,042-120,2022-12-15
F1018,대전광역시,유성구,지방도,151,대학로,03,,대전광역시 유성구 궁동 27-2,36.36074285,127.35027970,미래부동산 앞,03,0,,,,2017,대전광역시,042-120,2022-12-15
F0019,대전광역시,유성구,지방도,151,대학로,03,,대전광역시 유성구 궁동 410-13,36.36183098,127.34990910,파리바게트 궁동점,99,0,,,,2017,대전광역시,042-120,2022-12-15
F0020,대전광역시,유성구,지방도,151,대학로,03,,대전광역시 유성구 궁동 409,36.36260826,127.35031490,로데오거리,04,0,,,,2011,대전광역시,042-120,2022-12-15
F0021,대전광역시,유성구,지방도,639,동서대로,02,,대전광역시 유성구 원신흥동 578-6,36.33305492,127.33365120,라도무스아트센터 앞,04,0,,,,2018,대전광역시,042-120,2022-12-15
F0023,대전광역시,유성구,지방도,26,문화원로,03,,대전광역시 유성구 장대동 361,36.36068188,127.33957820,장대초교 앞,99,0,,,,2013,대전광역시,042-120,2022-12-15
F0024,대전광역시,유성구,지방도,10,반석로,03,,대전광역시 유성구 반석동 638-5,36.39211895,127.31347040,반석역 부근,99,0,,,,2013,대전광역시,042-120,2022-12-15
F0025,대전광역시,유성구,지방도,24,반석로,03,,대전광역시 유성구 반석동 638-8,36.39172987,127.31203920,반석마을5단지 앞,99,0,,,,2013,대전광역시,042-120,2022-12-15
F0026,대전광역시,유성구,지방도,114,배울로,02,,대전광역시 유성구 용산동 663,36.41933390,127.39353380,용산초등학교 앞,04,0,,,,2011,대전광역시,042-120,2022-12-15
G0026,대전광역시,유성구,지방도,114,배울로,02,,대전광역시 유성구 용산동 663,36.41933390,127.39353380,용산초등학교 앞,04,0,,,,2011,대전광역시,042-120,2022-12-15
F0029,대전광역시,유성구,지방도,34,상대동로,03,,대전광역시 유성구 상대동 473-1,36.34598241,127.33917850,트리플시티5블럭 앞,99,0,,,,2013,대전광역시,042-120,2022-12-15
F0030,대전광역시,유성구,지방도,33,상대로,03,,대전광역시 유성구 상대동 457,36.34589657,127.33474960,유성중학교 앞,04,0,,,,2011,대전광역시,042-120,2022-12-15
F0031,대전광역시,유성구,지방도,84,신성로,02,,대전광역시 유성구 신성동 137-1,36.39039961,127.34976100,탄동농협 앞,99,0,,,,2015,대전광역시,042-120,2022-12-15
F1032,대전광역시,유성구,지방도,52,어은로,02,,대전광역시 유성구 어은동 110-9,36.36298692,127.35701990,유성구 의회청사 옆,03,0,,,,2011,대전광역시,042-120,2022-12-15
F0037,대전광역시,유성구,지방도,39,원내로,03,,대전광역시 유성구 원내동 321-11,36.29998461,127.32021480,새마을금고 주변,04,0,,,,2013,대전광역시,042-120,2022-12-15
F0038,대전광역시,유성구,지방도,20,원신흥남로,02,,대전광역시 유성구 원신흥동 598,36.33446649,127.33869710,홍도초등학교 주변,99,0,,,,2017,대전광역시,042-120,2022-12-15
F0039,대전광역시,유성구,지방도,322,월드컵대로,02,,대전광역시 유성구 상대동 489,36.34765435,127.33661340,상대초등학교 앞,04,0,,,,2017,대전광역시,042-120,2022-12-15
F1040,대전광역시,유성구,지방도,735,유성대로,01,,대전광역시 유성구 장대동 268-3,36.35895393,127.33314130,장대철물 앞,03,0,,,,2017,대전광역시,042-120,2022-12-15
F0041,대전광역시,유성구,지방도,654,유성대로,03,,대전광역시 유성구 구암동 611-9,36.35034414,127.33749280,진터벌 주유소 주변,04,0,,,,2013,대전광역시,042-120,2022-12-15
F0042,대전광역시,유성구,지방도,720,유성대로,01,,대전광역시 유성구 장대동 12-4,36.35743212,127.33661950,유성시장 기름골목,99,0,,,,2015,대전광역시,042-120,2022-12-15
F0043,대전광역시,유성구,지방도,752,유성대로,03,,대전광역시 유성구 장대동 273-8,36.35949773,127.33493390,장대동 푸르지오입구,04,0,,,,2017,대전광역시,042-120,2022-12-15
F0044,대전광역시,유성구,지방도,56,은구비남로,03,,대전광역시 유성구 노은동 521,36.37158038,127.32191180,열매마을9단지 앞,04,0,,,,2011,대전광역시,042-120,2022-12-15
F1045,대전광역시,유성구,지방도,33,은구비남로,03,,대전광역시 유성구 지족동 907-4,36.37303882,127.31951210,KEB하나은행 노은지점 앞,03,0,,,,2015,대전광역시,042-120,2022-12-15
F0046,대전광역시,유성구,지방도,33,은구비남로,03,,대전광역시 유성구 지족동 910-8,36.37445081,127.31952430,노은역 환승주차장 앞,04,0,,,,2011,대전광역시,042-120,2022-12-15
F0047,대전광역시,유성구,지방도,31,은구비로,03,,대전광역시 유성구 지족동 877,36.37765069,127.31960790,지족네거리,99,0,,,,2011,대전광역시,042-120,2022-12-15
F0048,대전광역시,유성구,지방도,36,은구비로,01,,대전광역시 유성구 지족동 965,36.37561558,127.31899660,월드코아 주변,04,0,,,,2011,대전광역시,042-120,2022-12-15
F0049,대전광역시,유성구,지방도,52,은구비로,02,,대전광역시 유성구 지족동 913,36.37573810,127.32085040,지족우체국 앞,04,0,,,,2013,대전광역시,042-120,2022-12-15
F0050,대전광역시,유성구,지방도,99,장대로,03,,대전광역시 유성구 장대동 155,36.36304619,127.33325130,유성초등학교 주변,04,0,,,,2013,대전광역시,042-120,2022-12-15
F0052,대전광역시,유성구,지방도,279,죽동로,03,,대전광역시 유성구 죽동 778,36.37276516,127.33861510,죽동 푸르지오 입구,04,0,,,,2017,대전광역시,042-120,2022-12-15
F0053,대전광역시,유성구,지방도,160,지족동로,03,,대전광역시 유성구 지족동 1060-1,36.38796298,127.30867530,고래들 네거리,99,0,,,,2017,대전광역시,042-120,2022-12-15
F0054,대전광역시,유성구,지방도,368,지족로,01,,대전광역시 유성구 지족동 986-1,36.38645246,127.31743590,반석마을3단지 앞,04,0,,,,2013,대전광역시,042-120,2022-12-15
F1055,대전광역시,유성구,지방도,4,테크노로,01,,대전광역시 유성구 관평동 913,36.42240542,127.38762100,테크노9블럭 앞(KB국민은행 앞),03,0,,,,2015,대전광역시,042-120,2022-12-15
F0056,대전광역시,유성구,지방도,1,학하남로,02,,대전광역시 유성구 계산동 801-1,36.34249270,127.30384920,진잠농협 앞,04,0,,,,2016,대전광역시,042-120,2022-12-15
F1060,대전광역시,유성구,지방도,1,테크노로,02,,대전광역시 유성구 관평동 1343,36.42876115,127.38770490,메종드세이,03,0,,,,2019,대전광역시,042-120,2022-12-15
F0063,대전광역시,유성구,지방도,2,배울로,03,,대전광역시 유성구 용산동 672,36.41970425,127.39360850,현대아울렛 정문,04,0,,,,2020,대전광역시,042-120,2022-12-15
F1064,대전광역시,유성구,지방도,1,유성대로,01,,대전광역시 유성구 복용동 175-3,36.34044203,127.31947960,오토월드앞대로,03,0,,,,2019,대전광역시,042-120,2022-12-15
F1065,대전광역시,유성구,지방도,1,유성대로,02,,대전광역시 유성구 복용동 175-3,36.34044203,127.31947960,오토월드 앞 대로 맞은편,03,0,,,,2019,대전광역시,042-120,2022-12-15
F0067,대전광역시,유성구,지방도,1,온천북로,03,,대전광역시 유성구 봉명동 637,36.35703897,127.34523320,파스구찌 앞,04,0,,,,2019,대전광역시,042-120,2022-12-15
F0068,대전광역시,유성구,지방도,1,문화원로,02,,대전광역시 유성구 봉명동 639,36.35902618,127.34583360,불이야봉명점앞,04,0,,,,2019,대전광역시,042-120,2022-12-15
F0069,대전광역시,유성구,지방도,33,온천북로,02,,대전광역시 유성구 봉명동 638,36.35779030,127.34697870,뉴욕공인중개사 주변,04,0,,,,2019,대전광역시,042-120,2022-12-15
F0070,대전광역시,유성구,지방도,1,문화원로,03,,대전광역시 유성구 봉명동 661,36.35873979,127.34992360,유성지구대,04,0,,,,2020,대전광역시,042-120,2022-12-15
F5700,대전광역시,동구,시도,,옥천로,01,,대전광역시 동구 비룡동 558,36.33178300,127.47614800,원미면옥 앞 삼거리,02,50,,,,2010,대전광역시,042-120,2022-12-15
F6305,대전광역시,중구,시도,,대종로,01,,대전광역시 중구 옥계동 4-7,36.30263800,127.45116600,호동삼거리,02,50,,,,2011,대전광역시,042-120,2022-12-15
F6306,대전광역시,중구,시도,,대종로,02,,대전광역시 중구 석교동 12-2,36.30930500,127.44269400,돌다리네거리,02,50,,,,2011,대전광역시,042-120,2022-12-15
F6310,대전광역시,서구,시도,,한밭대로,02,,대전광역시 서구 둔산동 1382,36.35766600,127.39055500,모정네거리,02,50,,,,2011,대전광역시,042-120,2022-12-15
F6314,대전광역시,동구,시도,,계족로,01,,대전광역시 동구 용전동 173-1,36.35188800,127.43236100,국토관리청 앞,01,50,,,,2011,대전광역시,042-120,2022-12-15
F6315,대전광역시,대덕구,시도,,한남로,02,,대전광역시 대덕구 오정동 447-21,36.34937000,127.41696700,새말 어린이공원 맞은편,01,40,,,,2011,대전광역시,042-120,2022-12-15
F6810,대전광역시,중구,시도,,대종로,02,,대전광역시 중구 중촌동 99-1,36.33986100,127.41144400,중촌초교 앞 금성백조(아) 앞 네거리,02,30,,,02,2012,대전광역시,042-120,2022-12-15
F6811,대전광역시,중구,시도,,문화로,01,,대전광역시 중구 문화동 284-168,36.31550100,127.40769400,센트럴유치원 앞 네거리,02,30,,,02,2012,대전광역시,042-120,2022-12-15
F6812,대전광역시,동구,시도,,계족로,01,,대전광역시 동구 소제동 299-37,36.33491600,127.43927700,장원약국 앞 삼거리,02,50,,,,2012,대전광역시,042-120,2022-12-15
F6813,대전광역시,동구,시도,,동대전로,01,,대전광역시 동구 자양동 67-18,36.33641600,127.44725100,우송삼거리,02,50,,,,2012,대전광역시,042-120,2022-12-15
F6815,대전광역시,대덕구,시도,,대덕대로,01,,대전광역시 대덕구 문평동 43-1,36.44152700,127.39994400,대덕산단네거리,02,50,,,,2012,대전광역시,042-120,2022-12-15
F6816,대전광역시,대덕구,시도,,계족로,01,,대전광역시 대덕구 읍내동 54,36.37914500,127.42645300,현대(아) 앞 삼거리,02,50,,,,2012,대전광역시,042-120,2022-12-15
F6819,대전광역시,동구,시도,,옥천로,02,,대전광역시 동구 세천동 549-7,36.33891600,127.48997200,세천2교 앞,01,50,,,,2012,대전광역시,042-120,2022-12-15
F6820,대전광역시,동구,시도,,동부로,02,,대전광역시 동구 용운동 274-1,36.32830500,127.46652700,복음타운(아) 앞,01,50,,,,2012,대전광역시,042-120,2022-12-15
F7117,대전광역시,동구,시도,,계족로,01,,대전광역시 동구 성남동 528,36.34413800,127.43391600,스마트뷰(아) 앞,02,50,,,,2013,대전광역시,042-120,2022-12-15
F7902,대전광역시,중구,시도,,대종로,02,,대전광역시 중구 부사동 99-1,36.31533300,127.43355500,문창네거리,02,50,,,,2014,대전광역시,042-120,2022-12-15
F7903,대전광역시,동구,시도,,옥천로,02,,대전광역시 동구 판암동 294-10,36.31836100,127.46222200,판암네거리,02,50,,,,2014,대전광역시,042-120,2022-12-15
F7904,대전광역시,대덕구,시도,,신탄진로,01,,대전광역시 대덕구 와동 287-1,36.41111100,127.42491600,아우디서비스 앞 삼거리,02,50,,,,2014,대전광역시,042-120,2022-12-15
F7906,대전광역시,중구,시도,,보문산로,02,,대전광역시 중구 문화동 103-6,36.31019400,127.41138800,홍성자원 앞,01,50,,,,2014,대전광역시,042-120,2022-12-15
F7907,대전광역시,동구,시도,,옥천로,01,,대전광역시 동구 판암동 605-6,36.31952700,127.44913800,신흥역 앞,01,50,,,,2014,대전광역시,042-120,2022-12-15
F7908,대전광역시,동구,시도,,대학로,01,,대전광역시 동구 용운동 96-3,36.33638800,127.46363800,대전대학교 동문 앞,01,60,,,,2014,대전광역시,042-120,2022-12-15
F7910,대전광역시,대덕구,시도,,신탄진로,01,,대전광역시 대덕구 평촌동 534-23,36.43552700,127.42533300,평촌동 버스정류장,01,50,,,,2014,대전광역시,042-120,2022-12-15
F7911,대전광역시,대덕구,시도,,산업단지로,02,,대전광역시 대덕구 신일동 57-1,36.43011100,127.41169400,현대신일자동차공업사 앞,01,50,,,,2014,대전광역시,042-120,2022-12-15
F9477,대전광역시,중구,시도,,동서대로,01,,대전광역시 중구 태평동 259-23,36.32717700,127.39935600,태평네거리,02,50,,,,2016,대전광역시,042-120,2022-12-15
F9478,대전광역시,대덕구,시도,,한밭대로,01,,대전광역시 대덕구 중리동 439-4,36.35909300,127.42019300,다모아백화점 앞 네거리,02,50,,,,2016,대전광역시,042-120,2022-12-15
F9479,대전광역시,대덕구,시도,,대전로,02,,대전광역시 대덕구 읍내동 329-1,36.37443500,127.42045800,회덕초교 앞 삼거리,02,30,,,02,2016,대전광역시,042-120,2022-12-15
G0502,대전광역시,동구,시도,,한밭대로,02,,대전광역시 동구 구도동 164-18,36.27258100,127.47260100,남대전IC 앞 네거리,01,60,,,,2017,대전광역시,042-120,2022-12-15
G0505,대전광역시,대덕구,시도,,계족로,02,,대전광역시 대덕구 읍내동 523,36.38173700,127.42630900,읍내삼거리,01,50,,,,2017,대전광역시,042-120,2022-12-15
G0506,대전광역시,대덕구,시도,,대덕대로,02,,대전광역시 대덕구 신일동 1682-2,36.44641670,127.40714170,대덕경찰서네거리,02,50,,,,2017,대전광역시,042-120,2022-12-15
G0507,대전광역시,서구,시도,,유등로,02,,대전광역시 서구 둔산동 1694,36.36127700,127.39661200,샘머리(아) 옆 삼거리,02,50,,,,2017,대전광역시,042-120,2022-12-15
